"","genotype","datelist","animal","variable","fram","lens","expt"
"22192","Nd","20170115c2v1",2,"V118",2249,7,"tetx"
"22193","Nd","20170115c2v1",2,"V121",2267,7,"tetx"
"22194","Nd","20170115c2v1",2,"V127",2308,5,"tetx"
"22195","Nd","20170115c2v1",2,"V148",2557,6,"tetx"
"22196","Nd","20170115c2v1",2,"V152",2640,7,"tetx"
"22197","Nd","20170115c2v1",2,"V164",2848,8,"tetx"
"22198","Nd","20170115c2v1",2,"V171",2952,12,"tetx"
"22199","Nd","20170115c2v1",2,"V177",3287,6,"tetx"
"22200","Nd","20170115c2v1",2,"V178",3303,6,"tetx"
"22201","Nd","20170115c2v1",2,"V179",3333,11,"tetx"
"22202","Nd","20170115c2v1",2,"V182",3422,12,"tetx"
"22203","Nd","20170115c2v1",2,"V183",3436,7,"tetx"
"22204","Nd","20170115c2v1",2,"V185",3470,5,"tetx"
"22205","Nd","20170115c2v1",2,"V186",3492,12,"tetx"
"22206","Nd","20170115c2v1",2,"V187",3500,5,"tetx"
"22207","Nd","20170115c2v1",2,"V189",3516,6,"tetx"
"22208","Nd","20170115c2v1",2,"V191",3553,5,"tetx"
"22209","Nd","20170115c2v1",2,"V194",3579,13,"tetx"
"22210","Nd","20170115c2v1",2,"V196",3627,10,"tetx"
"22211","Nd","20170115c2v1",2,"V204",3740,5,"tetx"
"22212","Nd","20170115c2v1",2,"V210",3863,24,"tetx"
"22213","Nd","20170115c2v1",2,"V211",3872,5,"tetx"
"22214","Nd","20170115c2v1",2,"V213",3914,26,"tetx"
"22215","Nd","20170115c2v1",2,"V214",3924,6,"tetx"
"22216","Nd","20170115c2v1",2,"V216",3941,6,"tetx"
"22217","Nd","20170115c2v1",2,"V217",3956,13,"tetx"
"22218","Nd","20170115c2v1",2,"V219",3970,9,"tetx"
"22219","Nd","20170115c2v1",2,"V220",3983,11,"tetx"
"22220","Nd","20170115c2v1",2,"V221",3997,10,"tetx"
"22221","Nd","20170115c2v1",2,"V222",4011,11,"tetx"
"22222","Nd","20170115c2v1",2,"V223",4018,5,"tetx"
"22223","Nd","20170115c2v1",2,"V226",4036,9,"tetx"
"22224","Nd","20170115c2v1",2,"V227",4070,32,"tetx"
"22225","Nd","20170115c2v1",2,"V228",4078,5,"tetx"
"22226","Nd","20170115c2v1",2,"V232",4113,19,"tetx"
"22227","Nd","20170115c2v1",2,"V233",4130,15,"tetx"
"22228","Nd","20170115c2v1",2,"V235",4165,29,"tetx"
"22229","Nd","20170115c2v1",2,"V236",4176,5,"tetx"
"22230","Nd","20170115c2v1",2,"V238",4188,6,"tetx"
"22231","Nd","20170115c2v1",2,"V240",4254,51,"tetx"
"22232","Nd","20170115c2v1",2,"V241",4274,18,"tetx"
"22233","Nd","20170115c2v1",2,"V242",4296,20,"tetx"
"22234","Nd","20170115c2v1",2,"V243",4314,12,"tetx"
"22235","Nd","20170115c2v1",2,"V244",4328,10,"tetx"
"22236","Nd","20170115c2v1",2,"V245",4368,38,"tetx"
"22237","Nd","20170115c2v1",2,"V246",4394,24,"tetx"
"22238","Nd","20170115c2v1",2,"V248",4421,19,"tetx"
"22239","Nd","20170115c2v1",2,"V249",4476,44,"tetx"
"22240","Nd","20170115c2v1",2,"V250",4508,27,"tetx"
"22241","Nd","20170115c2v1",2,"V251",4582,69,"tetx"
"22242","Nd","20170115c2v1",2,"V252",4615,28,"tetx"
"22243","Nd","20170115c2v1",2,"V253",4638,21,"tetx"
"22244","Nd","20170115c2v1",2,"V262",4778,8,"tetx"
"22245","Nd","20170115c2v1",2,"V263",4810,7,"tetx"
"22246","Nd","20170115c2v1",2,"V265",4894,51,"tetx"
"22247","Nd","20170115c2v1",2,"V266",4999,11,"tetx"
"22248","Nd","20170115c2v1",2,"V268",5126,56,"tetx"
"22249","Nd","20170115c2v1",2,"V269",6129,990,"tetx"
"22250","Nd","20170115c2v1",2,"V270",6166,31,"tetx"
"22251","Nd","20170115c2v1",2,"V271",10798,4628,"tetx"
"22252","Nd","20170115c2v1",3,"V2",785,15,"tetx"
"22253","Nd","20170115c2v1",3,"V4",845,43,"tetx"
"22254","Nd","20170115c2v1",3,"V5",880,33,"tetx"
"22255","Nd","20170115c2v1",3,"V6",971,34,"tetx"
"22256","Nd","20170115c2v1",3,"V7",1020,13,"tetx"
"22257","Nd","20170115c2v1",3,"V8",1040,12,"tetx"
"22258","Nd","20170115c2v1",3,"V9",1068,10,"tetx"
"22259","Nd","20170115c2v1",3,"V13",1282,5,"tetx"
"22260","Nd","20170115c2v1",3,"V16",1417,6,"tetx"
"22261","Nd","20170115c2v1",3,"V17",2100,7,"tetx"
"22262","Nd","20170115c2v1",3,"V18",2109,7,"tetx"
"22263","Nd","20170115c2v1",3,"V19",2118,6,"tetx"
"22264","Nd","20170115c2v1",3,"V25",2307,6,"tetx"
"22265","Nd","20170115c2v1",3,"V27",2336,15,"tetx"
"22266","Nd","20170115c2v1",3,"V32",2708,10,"tetx"
"22267","Nd","20170115c2v1",3,"V33",2720,7,"tetx"
"22268","Nd","20170115c2v1",3,"V37",2976,10,"tetx"
"22269","Nd","20170115c2v1",3,"V49",3154,6,"tetx"
"22270","Nd","20170115c2v1",3,"V53",3198,6,"tetx"
"22271","Nd","20170115c2v1",3,"V56",3285,5,"tetx"
"22272","Nd","20170115c2v1",3,"V57",3292,5,"tetx"
"22273","Nd","20170115c2v1",3,"V58",3303,6,"tetx"
"22274","Nd","20170115c2v1",3,"V59",3494,10,"tetx"
"22275","Nd","20170115c2v1",3,"V62",3551,5,"tetx"
"22276","Nd","20170115c2v1",3,"V80",3925,79,"tetx"
"22277","Nd","20170115c2v1",3,"V84",4519,11,"tetx"
"22278","Nd","20170115c2v1",3,"V86",4583,36,"tetx"
"22279","Nd","20170115c2v1",3,"V87",4601,15,"tetx"
"22280","Nd","20170115c2v1",3,"V88",4628,19,"tetx"
"22281","Nd","20170115c2v1",3,"V89",4747,8,"tetx"
"22282","Nd","20170115c2v1",3,"V90",4757,8,"tetx"
"22283","Nd","20170115c2v1",3,"V93",4808,33,"tetx"
"22284","Nd","20170115c2v1",3,"V96",4828,9,"tetx"
"22285","Nd","20170115c2v1",3,"V97",4848,13,"tetx"
"22286","Nd","20170115c2v1",3,"V98",4930,80,"tetx"
"22287","Nd","20170115c2v1",3,"V99",4986,30,"tetx"
"22288","Nd","20170115c2v1",3,"V100",5013,10,"tetx"
"22289","Nd","20170115c2v1",3,"V102",5035,8,"tetx"
"22290","Nd","20170115c2v1",3,"V104",5064,12,"tetx"
"22291","Nd","20170115c2v1",3,"V105",5090,13,"tetx"
"22292","Nd","20170115c2v1",3,"V107",5128,20,"tetx"
"22293","Nd","20170115c2v1",3,"V110",5156,5,"tetx"
"22294","Nd","20170115c2v1",3,"V111",5169,5,"tetx"
"22295","Nd","20170115c2v1",3,"V112",5182,10,"tetx"
"22296","Nd","20170115c2v1",3,"V113",5205,12,"tetx"
"22297","Nd","20170115c2v1",3,"V114",5228,7,"tetx"
"22298","Nd","20170115c2v1",3,"V117",5296,13,"tetx"
"22299","Nd","20170115c2v1",3,"V118",5326,5,"tetx"
"22300","Nd","20170115c2v1",3,"V120",5354,6,"tetx"
"22301","Nd","20170115c2v1",3,"V122",5388,8,"tetx"
"22302","Nd","20170115c2v1",3,"V124",5411,10,"tetx"
"22303","Nd","20170115c2v1",3,"V128",5465,5,"tetx"
"22304","Nd","20170115c2v1",3,"V132",5535,5,"tetx"
"22305","Nd","20170115c2v1",3,"V137",5621,11,"tetx"
"22306","Nd","20170115c2v1",3,"V139",5646,13,"tetx"
"22307","Nd","20170115c2v1",3,"V140",5679,8,"tetx"
"22308","Nd","20170115c2v1",3,"V141",5696,7,"tetx"
"22309","Nd","20170115c2v1",3,"V144",5735,16,"tetx"
"22310","Nd","20170115c2v1",3,"V147",5764,8,"tetx"
"22311","Nd","20170115c2v1",3,"V148",5785,18,"tetx"
"22312","Nd","20170115c2v1",3,"V149",5796,9,"tetx"
"22313","Nd","20170115c2v1",3,"V150",5807,6,"tetx"
"22314","Nd","20170115c2v1",3,"V153",5840,5,"tetx"
"22315","Nd","20170115c2v1",3,"V155",5852,5,"tetx"
"22316","Nd","20170115c2v1",3,"V156",5865,5,"tetx"
"22317","Nd","20170115c2v1",3,"V163",5938,6,"tetx"
"22318","Nd","20170115c2v1",3,"V165",5965,8,"tetx"
"22319","Nd","20170115c2v1",3,"V167",5985,7,"tetx"
"22320","Nd","20170115c2v1",3,"V172",6027,8,"tetx"
"22321","Nd","20170115c2v1",3,"V178",6101,13,"tetx"
"22322","Nd","20170115c2v1",3,"V179",6117,7,"tetx"
"22323","Nd","20170115c2v1",3,"V182",6133,5,"tetx"
"22324","Nd","20170115c2v1",3,"V183",6141,6,"tetx"
"22325","Nd","20170115c2v1",3,"V186",6169,11,"tetx"
"22326","Nd","20170115c2v1",3,"V204",6612,16,"tetx"
"22327","Nd","20170115c2v1",3,"V205",6846,180,"tetx"
"22328","Nd","20170115c2v1",3,"V207",6939,11,"tetx"
"22329","Nd","20170115c2v1",3,"V209",6963,9,"tetx"
"22330","Nd","20170115c2v1",3,"V210",6977,5,"tetx"
"22331","Nd","20170115c2v1",3,"V211",6985,6,"tetx"
"22332","Nd","20170115c2v1",3,"V213",7002,10,"tetx"
"22333","Nd","20170115c2v1",3,"V215",7023,5,"tetx"
"22334","Nd","20170115c2v1",3,"V219",7102,15,"tetx"
"22335","Nd","20170115c2v1",3,"V220",7119,8,"tetx"
"22336","Nd","20170115c2v1",3,"V221",7178,13,"tetx"
"22337","Nd","20170115c2v1",3,"V222",7331,87,"tetx"
"22338","Nd","20170115c2v1",3,"V223",7463,129,"tetx"
"22339","Nd","20170115c2v1",3,"V225",7606,13,"tetx"
"22340","Nd","20170115c2v1",3,"V227",7717,9,"tetx"
"22341","Nd","20170115c2v1",3,"V236",7857,8,"tetx"
"22342","Nd","20170115c2v1",3,"V246",7957,5,"tetx"
"22343","Nd","20170115c2v1",3,"V249",7997,5,"tetx"
"22344","Nd","20170115c2v1",3,"V251",8051,9,"tetx"
"22345","Nd","20170115c2v1",3,"V274",8260,6,"tetx"
"22346","Nd","20170115c2v1",3,"V278",8296,7,"tetx"
"22347","Nd","20170115c2v1",4,"V3",973,129,"tetx"
"22348","Nd","20170115c2v1",4,"V8",1040,13,"tetx"
"22349","Nd","20170115c2v1",4,"V9",1063,14,"tetx"
"22350","Nd","20170115c2v1",4,"V11",1105,6,"tetx"
"22351","Nd","20170115c2v1",4,"V17",1143,5,"tetx"
"22352","Nd","20170115c2v1",4,"V22",1209,8,"tetx"
"22353","Nd","20170115c2v1",4,"V28",1246,8,"tetx"
"22354","Nd","20170115c2v1",4,"V33",1275,5,"tetx"
"22355","Nd","20170115c2v1",4,"V36",1347,11,"tetx"
"22356","Nd","20170115c2v1",4,"V37",1357,8,"tetx"
"22357","Nd","20170115c2v1",4,"V43",1412,10,"tetx"
"22358","Nd","20170115c2v1",4,"V45",1445,20,"tetx"
"22359","Nd","20170115c2v1",4,"V47",1467,8,"tetx"
"22360","Nd","20170115c2v1",4,"V48",1476,6,"tetx"
"22361","Nd","20170115c2v1",4,"V55",1540,5,"tetx"
"22362","Nd","20170115c2v1",4,"V56",1884,203,"tetx"
"22363","Nd","20170115c2v1",4,"V57",2957,1068,"tetx"
"22364","Nd","20170115c2v1",4,"V60",2998,23,"tetx"
"22365","Nd","20170115c2v1",4,"V61",3078,71,"tetx"
"22366","Nd","20170115c2v1",4,"V71",3181,6,"tetx"
"22367","Nd","20170115c2v1",4,"V74",3270,5,"tetx"
"22368","Nd","20170115c2v1",4,"V75",3292,20,"tetx"
"22369","Nd","20170115c2v1",4,"V76",3304,7,"tetx"
"22370","Nd","20170115c2v1",4,"V77",3348,7,"tetx"
"22371","Nd","20170115c2v1",4,"V85",3499,10,"tetx"
"22372","Nd","20170115c2v1",4,"V93",3742,5,"tetx"
"22373","Nd","20170115c2v1",4,"V101",3884,5,"tetx"
"22374","Nd","20170115c2v1",4,"V102",3894,8,"tetx"
"22375","Nd","20170115c2v1",4,"V104",3905,5,"tetx"
"22376","Nd","20170115c2v1",4,"V106",3923,6,"tetx"
"22377","Nd","20170115c2v1",4,"V114",4008,5,"tetx"
"22378","Nd","20170115c2v1",4,"V115",4021,8,"tetx"
"22379","Nd","20170115c2v1",4,"V121",4058,10,"tetx"
"22380","Nd","20170115c2v1",4,"V129",4104,5,"tetx"
"22381","Nd","20170115c2v1",4,"V130",4111,5,"tetx"
"22382","Nd","20170115c2v1",4,"V132",4125,6,"tetx"
"22383","Nd","20170115c2v1",4,"V138",4162,11,"tetx"
"22384","Nd","20170115c2v1",4,"V145",4212,6,"tetx"
"22385","Nd","20170115c2v1",4,"V147",4285,26,"tetx"
"22386","Nd","20170115c2v1",4,"V148",4302,13,"tetx"
"22387","Nd","20170115c2v1",4,"V149",4310,6,"tetx"
"22388","Nd","20170115c2v1",4,"V153",4338,9,"tetx"
"22389","Nd","20170115c2v1",4,"V156",4368,11,"tetx"
"22390","Nd","20170115c2v1",4,"V157",4386,8,"tetx"
"22391","Nd","20170115c2v1",4,"V163",4476,7,"tetx"
"22392","Nd","20170115c2v1",4,"V164",4484,6,"tetx"
"22393","Nd","20170115c2v1",4,"V165",4492,5,"tetx"
"22394","Nd","20170115c2v1",4,"V166",4508,6,"tetx"
"22395","Nd","20170115c2v1",4,"V167",4522,7,"tetx"
"22396","Nd","20170115c2v1",4,"V172",4551,5,"tetx"
"22397","Nd","20170115c2v1",4,"V174",4582,23,"tetx"
"22398","Nd","20170115c2v1",4,"V175",4594,7,"tetx"
"22399","Nd","20170115c2v1",4,"V183",5608,51,"tetx"
"22400","Nd","20170115c2v1",4,"V184",5643,25,"tetx"
"22401","Nd","20170115c2v1",4,"V186",5683,7,"tetx"
"22402","Nd","20170115c2v1",4,"V188",5721,23,"tetx"
"22403","Nd","20170115c2v1",4,"V190",5750,11,"tetx"
"22404","Nd","20170115c2v1",4,"V191",5785,11,"tetx"
"22405","Nd","20170115c2v1",4,"V192",5840,46,"tetx"
"22406","Nd","20170115c2v1",4,"V193",5873,7,"tetx"
"22407","Nd","20170115c2v1",4,"V195",5934,45,"tetx"
"22408","Nd","20170115c2v1",4,"V196",5945,5,"tetx"
"22409","Nd","20170115c2v1",4,"V197",6004,10,"tetx"
"22410","Nd","20170115c2v1",4,"V198",6127,113,"tetx"
"22411","Nd","20170115c2v1",4,"V201",6200,5,"tetx"
"22412","Nd","20170115c2v1",4,"V205",6512,249,"tetx"
"22413","Nd","20170115c2v1",4,"V206",8987,2375,"tetx"
"22414","Nd","20170115c2v1",4,"V207",9299,70,"tetx"
"22415","Nd","20170115c2v1",4,"V208",10798,1492,"tetx"
"22416","Nd","20170115c2v1",5,"V1",3099,3098,"tetx"
"22417","Nd","20170115c2v1",5,"V2",3253,26,"tetx"
"22418","Nd","20170115c2v1",5,"V3",4637,1379,"tetx"
"22419","Nd","20170115c2v1",5,"V5",4651,8,"tetx"
"22420","Nd","20170115c2v1",5,"V6",4662,8,"tetx"
"22421","Nd","20170115c2v1",5,"V8",4680,13,"tetx"
"22422","Nd","20170115c2v1",5,"V9",4688,5,"tetx"
"22423","Nd","20170115c2v1",5,"V14",4715,7,"tetx"
"22424","Nd","20170115c2v1",5,"V15",4731,14,"tetx"
"22425","Nd","20170115c2v1",5,"V16",4747,12,"tetx"
"22426","Nd","20170115c2v1",5,"V20",4778,8,"tetx"
"22427","Nd","20170115c2v1",5,"V25",4819,20,"tetx"
"22428","Nd","20170115c2v1",5,"V27",4832,6,"tetx"
"22429","Nd","20170115c2v1",5,"V28",4847,13,"tetx"
"22430","Nd","20170115c2v1",5,"V30",4883,22,"tetx"
"22431","Nd","20170115c2v1",5,"V32",4905,15,"tetx"
"22432","Nd","20170115c2v1",5,"V35",4936,9,"tetx"
"22433","Nd","20170115c2v1",5,"V36",4958,16,"tetx"
"22434","Nd","20170115c2v1",5,"V39",4999,6,"tetx"
"22435","Nd","20170115c2v1",5,"V41",5015,7,"tetx"
"22436","Nd","20170115c2v1",5,"V51",5074,6,"tetx"
"22437","Nd","20170115c2v1",5,"V54",5105,5,"tetx"
"22438","Nd","20170115c2v1",5,"V59",5127,6,"tetx"
"22439","Nd","20170115c2v1",5,"V60",5141,8,"tetx"
"22440","Nd","20170115c2v1",5,"V61",5148,5,"tetx"
"22441","Nd","20170115c2v1",5,"V62",5172,19,"tetx"
"22442","Nd","20170115c2v1",5,"V66",5194,5,"tetx"
"22443","Nd","20170115c2v1",5,"V69",5222,8,"tetx"
"22444","Nd","20170115c2v1",5,"V73",5262,8,"tetx"
"22445","Nd","20170115c2v1",5,"V75",5274,6,"tetx"
"22446","Nd","20170115c2v1",5,"V77",5302,11,"tetx"
"22447","Nd","20170115c2v1",5,"V78",5310,6,"tetx"
"22448","Nd","20170115c2v1",5,"V81",5331,9,"tetx"
"22449","Nd","20170115c2v1",5,"V84",5361,5,"tetx"
"22450","Nd","20170115c2v1",5,"V88",5392,5,"tetx"
"22451","Nd","20170115c2v1",5,"V92",5427,7,"tetx"
"22452","Nd","20170115c2v1",5,"V97",5472,22,"tetx"
"22453","Nd","20170115c2v1",5,"V99",5502,19,"tetx"
"22454","Nd","20170115c2v1",5,"V100",5520,12,"tetx"
"22455","Nd","20170115c2v1",5,"V101",5530,8,"tetx"
"22456","Nd","20170115c2v1",5,"V103",5540,5,"tetx"
"22457","Nd","20170115c2v1",5,"V104",5561,12,"tetx"
"22458","Nd","20170115c2v1",5,"V106",5579,6,"tetx"
"22459","Nd","20170115c2v1",5,"V108",5616,28,"tetx"
"22460","Nd","20170115c2v1",5,"V109",5631,8,"tetx"
"22461","Nd","20170115c2v1",5,"V112",5649,8,"tetx"
"22462","Nd","20170115c2v1",5,"V113",5660,6,"tetx"
"22463","Nd","20170115c2v1",5,"V115",5675,5,"tetx"
"22464","Nd","20170115c2v1",5,"V118",5694,8,"tetx"
"22465","Nd","20170115c2v1",5,"V120",5734,10,"tetx"
"22466","Nd","20170115c2v1",5,"V123",6078,17,"tetx"
"22467","Nd","20170115c2v1",5,"V141",7252,7,"tetx"
"22468","Nd","20170115c2v1",5,"V149",7409,6,"tetx"
"22469","Nd","20170115c2v1",5,"V150",7421,9,"tetx"
"22470","Nd","20170115c2v1",5,"V158",7528,17,"tetx"
"22471","Nd","20170115c2v1",5,"V159",7561,6,"tetx"
"22472","Nd","20170115c2v1",5,"V162",7651,26,"tetx"
"22473","Nd","20170115c2v1",5,"V163",7666,10,"tetx"
"22474","Nd","20170115c2v1",5,"V164",7682,9,"tetx"
"22475","Nd","20170115c2v1",5,"V166",7713,26,"tetx"
"22476","Nd","20170115c2v1",5,"V167",7722,7,"tetx"
"22477","Nd","20170115c2v1",5,"V168",7743,14,"tetx"
"22478","Nd","20170115c2v1",5,"V169",7773,23,"tetx"
"22479","Nd","20170115c2v1",5,"V170",7797,12,"tetx"
"22480","Nd","20170115c2v1",5,"V171",7821,7,"tetx"
"22481","Nd","20170115c2v1",5,"V178",8032,11,"tetx"
"22482","Nd","20170115c2v1",5,"V179",8063,5,"tetx"
"22483","Nd","20170115c2v1",5,"V182",8149,12,"tetx"
"22484","Nd","20170115c2v1",5,"V183",8230,44,"tetx"
"22485","Nd","20170115c2v1",5,"V188",8439,9,"tetx"
"22486","Nd","20170115c2v1",5,"V194",8734,5,"tetx"
"22487","Nd","20170115c2v1",5,"V198",8868,6,"tetx"
"22488","Nd","20170115c2v1",5,"V205",9123,6,"tetx"
"22489","Nd","20170115c2v1",5,"V214",9289,31,"tetx"
"22490","Nd","20170115c2v1",5,"V216",10767,115,"tetx"
"22491","Xe","20170115c2v2",1,"V5",88,5,"tetx"
"22492","Xe","20170115c2v2",1,"V13",242,7,"tetx"
"22493","Xe","20170115c2v2",1,"V19",461,67,"tetx"
"22494","Xe","20170115c2v2",1,"V20",627,21,"tetx"
"22495","Xe","20170115c2v2",1,"V22",681,6,"tetx"
"22496","Xe","20170115c2v2",1,"V23",713,12,"tetx"
"22497","Xe","20170115c2v2",1,"V24",779,63,"tetx"
"22498","Xe","20170115c2v2",1,"V48",3346,10,"tetx"
"22499","Xe","20170115c2v2",1,"V52",3374,6,"tetx"
"22500","Xe","20170115c2v2",1,"V62",3444,6,"tetx"
"22501","Xe","20170115c2v2",1,"V70",3501,5,"tetx"
"22502","Xe","20170115c2v2",1,"V71",3541,5,"tetx"
"22503","Xe","20170115c2v2",1,"V72",3557,14,"tetx"
"22504","Xe","20170115c2v2",1,"V86",3712,5,"tetx"
"22505","Xe","20170115c2v2",1,"V89",3741,7,"tetx"
"22506","Xe","20170115c2v2",1,"V93",3787,8,"tetx"
"22507","Xe","20170115c2v2",1,"V95",3800,5,"tetx"
"22508","Xe","20170115c2v2",1,"V96",3821,5,"tetx"
"22509","Xe","20170115c2v2",1,"V98",3834,5,"tetx"
"22510","Xe","20170115c2v2",1,"V101",3881,34,"tetx"
"22511","Xe","20170115c2v2",1,"V104",3948,21,"tetx"
"22512","Xe","20170115c2v2",1,"V105",3960,7,"tetx"
"22513","Xe","20170115c2v2",1,"V106",3975,7,"tetx"
"22514","Xe","20170115c2v2",1,"V115",4113,8,"tetx"
"22515","Xe","20170115c2v2",1,"V125",4281,12,"tetx"
"22516","Xe","20170115c2v2",1,"V129",4311,18,"tetx"
"22517","Xe","20170115c2v2",1,"V130",4321,5,"tetx"
"22518","Xe","20170115c2v2",1,"V131",4340,17,"tetx"
"22519","Xe","20170115c2v2",1,"V133",4378,23,"tetx"
"22520","Xe","20170115c2v2",1,"V137",4399,9,"tetx"
"22521","Xe","20170115c2v2",1,"V138",4418,17,"tetx"
"22522","Xe","20170115c2v2",1,"V140",4432,9,"tetx"
"22523","Xe","20170115c2v2",1,"V142",4451,7,"tetx"
"22524","Xe","20170115c2v2",1,"V143",4469,16,"tetx"
"22525","Xe","20170115c2v2",1,"V144",4511,32,"tetx"
"22526","Xe","20170115c2v2",1,"V145",4523,10,"tetx"
"22527","Xe","20170115c2v2",1,"V146",4559,33,"tetx"
"22528","Xe","20170115c2v2",1,"V148",4597,31,"tetx"
"22529","Xe","20170115c2v2",1,"V149",4606,7,"tetx"
"22530","Xe","20170115c2v2",1,"V151",4627,16,"tetx"
"22531","Xe","20170115c2v2",1,"V152",4749,42,"tetx"
"22532","Xe","20170115c2v2",1,"V158",4830,5,"tetx"
"22533","Xe","20170115c2v2",1,"V160",4848,13,"tetx"
"22534","Xe","20170115c2v2",1,"V162",4860,5,"tetx"
"22535","Xe","20170115c2v2",1,"V163",4869,6,"tetx"
"22536","Xe","20170115c2v2",1,"V167",4908,8,"tetx"
"22537","Xe","20170115c2v2",1,"V168",4918,8,"tetx"
"22538","Xe","20170115c2v2",1,"V172",4957,26,"tetx"
"22539","Xe","20170115c2v2",1,"V173",4970,11,"tetx"
"22540","Xe","20170115c2v2",1,"V175",4987,10,"tetx"
"22541","Xe","20170115c2v2",1,"V176",4995,5,"tetx"
"22542","Xe","20170115c2v2",1,"V177",5005,5,"tetx"
"22543","Xe","20170115c2v2",1,"V179",5022,5,"tetx"
"22544","Xe","20170115c2v2",1,"V180",5038,11,"tetx"
"22545","Xe","20170115c2v2",1,"V182",5048,5,"tetx"
"22546","Xe","20170115c2v2",1,"V184",5065,8,"tetx"
"22547","Xe","20170115c2v2",1,"V186",5083,10,"tetx"
"22548","Xe","20170115c2v2",1,"V190",5128,25,"tetx"
"22549","Xe","20170115c2v2",1,"V193",5157,16,"tetx"
"22550","Xe","20170115c2v2",1,"V194",5165,6,"tetx"
"22551","Xe","20170115c2v2",1,"V195",5179,12,"tetx"
"22552","Xe","20170115c2v2",1,"V196",5198,17,"tetx"
"22553","Xe","20170115c2v2",1,"V202",5250,12,"tetx"
"22554","Xe","20170115c2v2",1,"V204",5271,12,"tetx"
"22555","Xe","20170115c2v2",1,"V205",5279,5,"tetx"
"22556","Xe","20170115c2v2",1,"V206",5288,6,"tetx"
"22557","Xe","20170115c2v2",1,"V207",5301,5,"tetx"
"22558","Xe","20170115c2v2",1,"V211",5332,11,"tetx"
"22559","Xe","20170115c2v2",1,"V215",5371,16,"tetx"
"22560","Xe","20170115c2v2",1,"V216",5385,11,"tetx"
"22561","Xe","20170115c2v2",1,"V218",5405,5,"tetx"
"22562","Xe","20170115c2v2",1,"V219",5412,5,"tetx"
"22563","Xe","20170115c2v2",1,"V221",5441,5,"tetx"
"22564","Xe","20170115c2v2",1,"V223",5469,5,"tetx"
"22565","Xe","20170115c2v2",1,"V224",5477,6,"tetx"
"22566","Xe","20170115c2v2",1,"V236",5605,5,"tetx"
"22567","Xe","20170115c2v2",1,"V237",5616,6,"tetx"
"22568","Xe","20170115c2v2",1,"V252",6802,12,"tetx"
"22569","Xe","20170115c2v2",1,"V254",6827,15,"tetx"
"22570","Xe","20170115c2v2",1,"V257",6854,12,"tetx"
"22571","Xe","20170115c2v2",1,"V258",6862,6,"tetx"
"22572","Xe","20170115c2v2",1,"V270",6965,5,"tetx"
"22573","Xe","20170115c2v2",1,"V271",6979,7,"tetx"
"22574","Xe","20170115c2v2",1,"V272",6998,16,"tetx"
"22575","Xe","20170115c2v2",1,"V274",7014,9,"tetx"
"22576","Xe","20170115c2v2",1,"V278",7057,21,"tetx"
"22577","Xe","20170115c2v2",1,"V279",7068,7,"tetx"
"22578","Xe","20170115c2v2",1,"V280",7076,5,"tetx"
"22579","Xe","20170115c2v2",1,"V281",7083,5,"tetx"
"22580","Xe","20170115c2v2",1,"V282",7136,51,"tetx"
"22581","Xe","20170115c2v2",1,"V284",7146,5,"tetx"
"22582","Xe","20170115c2v2",1,"V285",7167,19,"tetx"
"22583","Xe","20170115c2v2",1,"V286",7182,11,"tetx"
"22584","Xe","20170115c2v2",1,"V287",7197,13,"tetx"
"22585","Xe","20170115c2v2",1,"V288",7221,6,"tetx"
"22586","Xe","20170115c2v2",1,"V294",7308,22,"tetx"
"22587","Xe","20170115c2v2",1,"V295",7340,30,"tetx"
"22588","Xe","20170115c2v2",1,"V297",7361,5,"tetx"
"22589","Xe","20170115c2v2",1,"V308",7474,6,"tetx"
"22590","Xe","20170115c2v2",1,"V310",7494,6,"tetx"
"22591","Xe","20170115c2v2",1,"V314",7519,9,"tetx"
"22592","Xe","20170115c2v2",1,"V318",7552,6,"tetx"
"22593","Xe","20170115c2v2",1,"V324",7646,6,"tetx"
"22594","Xe","20170115c2v2",1,"V327",7671,5,"tetx"
"22595","Xe","20170115c2v2",1,"V338",8182,5,"tetx"
"22596","Xe","20170115c2v2",1,"V339",8220,18,"tetx"
"22597","Xe","20170115c2v2",1,"V340",8250,5,"tetx"
"22598","Xe","20170115c2v2",1,"V343",8331,11,"tetx"
"22599","Xe","20170115c2v2",1,"V345",8355,17,"tetx"
"22600","Xe","20170115c2v2",1,"V346",8387,30,"tetx"
"22601","Xe","20170115c2v2",1,"V348",8401,8,"tetx"
"22602","Xe","20170115c2v2",1,"V349",8408,5,"tetx"
"22603","Xe","20170115c2v2",1,"V351",8422,5,"tetx"
"22604","Xe","20170115c2v2",1,"V352",8432,8,"tetx"
"22605","Xe","20170115c2v2",1,"V354",8448,5,"tetx"
"22606","Xe","20170115c2v2",1,"V359",8481,12,"tetx"
"22607","Xe","20170115c2v2",1,"V360",8491,8,"tetx"
"22608","Xe","20170115c2v2",1,"V361",8548,53,"tetx"
"22609","Xe","20170115c2v2",1,"V362",8576,26,"tetx"
"22610","Xe","20170115c2v2",1,"V366",8604,15,"tetx"
"22611","Xe","20170115c2v2",1,"V368",8628,19,"tetx"
"22612","Xe","20170115c2v2",1,"V370",8647,11,"tetx"
"22613","Xe","20170115c2v2",1,"V371",8660,5,"tetx"
"22614","Xe","20170115c2v2",1,"V372",8669,6,"tetx"
