"","genotype","datelist","animal","variable","fram","lens","expt"
"2261","Se","20160825c4v1",1,"V140",9274,8,"iaa"
"2262","Se","20160825c4v1",1,"V145",9376,5,"iaa"
"2263","Se","20160825c4v1",1,"V156",9461,11,"iaa"
"2264","Se","20160825c4v1",1,"V163",9501,10,"iaa"
"2265","Se","20160825c4v1",1,"V164",9509,6,"iaa"
"2266","Se","20160825c4v1",1,"V168",9529,5,"iaa"
"2267","Se","20160825c4v1",1,"V171",9558,12,"iaa"
"2268","Se","20160825c4v1",1,"V174",9707,29,"iaa"
"2269","Se","20160825c4v1",1,"V176",9763,33,"iaa"
"2270","Se","20160825c4v1",1,"V178",9777,8,"iaa"
"2271","Se","20160825c4v1",1,"V179",9797,15,"iaa"
"2272","Se","20160825c4v1",1,"V181",9941,6,"iaa"
"2273","Se","20160825c4v1",1,"V182",9957,5,"iaa"
"2274","Se","20160825c4v1",1,"V183",9988,14,"iaa"
"2275","Se","20160825c4v1",1,"V187",10041,15,"iaa"
"2276","Se","20160825c4v1",1,"V189",10063,5,"iaa"
"2277","Se","20160825c4v1",1,"V193",10219,61,"iaa"
"2278","Se","20160825c4v1",1,"V196",10252,10,"iaa"
"2279","Se","20160825c4v1",1,"V199",10297,30,"iaa"
"2280","Se","20160825c4v1",1,"V200",10312,12,"iaa"
"2281","Se","20160825c4v1",1,"V201",10347,11,"iaa"
"2282","Se","20160825c4v1",1,"V209",10400,5,"iaa"
"2283","Se","20160825c4v1",1,"V210",10413,11,"iaa"
"2284","Se","20160825c4v1",1,"V213",10443,13,"iaa"
"2285","Se","20160825c4v1",2,"V4",1247,17,"iaa"
"2286","Se","20160825c4v1",2,"V10",1307,19,"iaa"
"2287","Se","20160825c4v1",2,"V12",1340,26,"iaa"
"2288","Se","20160825c4v1",2,"V13",1366,24,"iaa"
"2289","Se","20160825c4v1",2,"V15",1406,21,"iaa"
"2290","Se","20160825c4v1",2,"V16",1416,8,"iaa"
"2291","Se","20160825c4v1",2,"V19",1436,10,"iaa"
"2292","Se","20160825c4v1",2,"V20",1458,20,"iaa"
"2293","Se","20160825c4v1",2,"V21",1470,10,"iaa"
"2294","Se","20160825c4v1",2,"V22",1483,11,"iaa"
"2295","Se","20160825c4v1",2,"V24",1531,37,"iaa"
"2296","Se","20160825c4v1",2,"V27",1778,34,"iaa"
"2297","Se","20160825c4v1",2,"V28",2111,182,"iaa"
"2298","Se","20160825c4v1",2,"V30",2151,5,"iaa"
"2299","Se","20160825c4v1",2,"V31",2162,9,"iaa"
"2300","Se","20160825c4v1",2,"V32",2176,12,"iaa"
"2301","Se","20160825c4v1",2,"V35",2850,7,"iaa"
"2302","Se","20160825c4v1",2,"V37",2892,36,"iaa"
"2303","Se","20160825c4v1",2,"V40",2942,37,"iaa"
"2304","Se","20160825c4v1",2,"V44",2998,45,"iaa"
"2305","Se","20160825c4v1",2,"V47",3016,8,"iaa"
"2306","Se","20160825c4v1",2,"V48",3037,13,"iaa"
"2307","Se","20160825c4v1",2,"V49",3055,14,"iaa"
"2308","Se","20160825c4v1",2,"V52",3080,14,"iaa"
"2309","Se","20160825c4v1",2,"V54",3123,32,"iaa"
"2310","Se","20160825c4v1",2,"V56",3204,5,"iaa"
"2311","Se","20160825c4v1",2,"V57",3234,23,"iaa"
